1.326511298563127923e+02,1.074083222615071698e+01
1.412297272997455195e+02,1.167383416868152679e+01
1.312396108178029408e+02,1.108171047806172638e+01
1.393340286782823512e+02,1.206724396920050246e+01
1.259375608035647787e+02,9.909968813450136693e+00
1.660467675764945454e+02,1.429820110415238155e+01
1.663671387009533191e+02,1.458338149008334561e+01
1.724882496612254670e+02,1.495726091522375611e+01
1.662531438314260868e+02,1.436872450482818664e+01
1.625543040997347362e+02,1.405402920746140616e+01
2.450839587611038795e+01,8.389494586164086831e-02
2.506636471749858330e+01,2.737916815712817531e-01
2.359230449750503666e+01,1.692230669180081470e-01
2.449465573249489125e+01,4.944515213885206789e-02
2.355780931703919734e+01,-1.410892519378166218e-02
5.820776416470769732e+01,2.224260933711656563e+00
5.572639140661641477e+01,1.882248233565660511e+00
6.353754040015794402e+01,3.053121025342383721e+00
6.121774699202003234e+01,2.625662442495884985e+00
6.114459557153494274e+01,2.687072083193355443e+00
1.679424742283764260e+02,1.525523770257096778e+01
1.644789459182134408e+02,1.523034865911385971e+01
1.598101950089297532e+02,1.408834020179213375e+01
1.671056623839795066e+02,1.577018728192105534e+01
1.506838366394625552e+02,1.344750510942166066e+01
1.739517019305323799e+02,1.527706215625674879e+01
1.799465362624130194e+02,1.599599027429436582e+01
1.780589331995147120e+02,1.578627461944920007e+01
1.744896036105601524e+02,1.614992981421184481e+01
1.639298563127658213e+02,1.583110241790050665e+01
1.983329448303211962e+01,-1.837686195264508215e-02
2.055606666934806981e+01,1.341236568356555248e-01
2.054153838792958808e+01,-1.033500761282323821e-01
1.863981297438419560e+01,-4.243949673865328176e-01
2.117122715821702172e+01,-1.725571977355138190e-02
1.870290003851272047e+02,1.661850274150171813e+01
1.784749001154974337e+02,1.472719658273102183e+01
1.705890991269582173e+02,1.288462469683589795e+01
1.721265719142495243e+02,1.301195471622212452e+01
1.867789420816226595e+02,1.558811186246388480e+01
1.061863587081830502e+02,7.681952039879067051e+00
1.042488734725225896e+02,7.476878536052917745e+00
1.190516281338051812e+02,9.696773757676217187e+00
1.150291903211047639e+02,8.642070027369106455e+00
1.088101274610260560e+02,7.770767253157443655e+00
