2.000000000000000000e+00,-8.595078299776286457e+00
2.367346938775510168e+00,-8.485778203899009497e+00
2.734693877551020336e+00,-8.376478108021732538e+00
3.102040816326530503e+00,-8.267178012144455579e+00
3.469387755102040671e+00,-8.157877916267178620e+00
3.836734693877550839e+00,-8.048577820389901660e+00
4.204081632653061007e+00,-7.939277724512623813e+00
4.571428571428571175e+00,-7.829977628635346854e+00
4.938775510204081343e+00,-7.720677532758069894e+00
5.306122448979591510e+00,-7.611377436880792935e+00
5.673469387755101678e+00,-7.502077341003515976e+00
6.040816326530612734e+00,-7.392777245126238128e+00
6.408163265306122902e+00,-7.283477149248961169e+00
6.775510204081633070e+00,-7.174177053371684210e+00
7.142857142857143238e+00,-7.064876957494407250e+00
7.510204081632653406e+00,-6.955576861617130291e+00
7.877551020408163573e+00,-6.846276765739853332e+00
8.244897959183674629e+00,-6.736976669862575484e+00
8.612244897959183021e+00,-6.564655452139015246e+00
8.979591836734694965e+00,-6.292603535137904380e+00
9.346938775510203357e+00,-6.020551618136795291e+00
9.714285714285715301e+00,-5.748499701135683537e+00
1.008163265306122547e+01,-5.476447784134573560e+00
1.044897959183673564e+01,-5.204395867133463582e+00
1.081632653061224580e+01,-4.932343950132353605e+00
1.118367346938775597e+01,-4.703027658431793157e+00
1.155102040816326614e+01,-4.479477712137486023e+00
1.191836734693877631e+01,-4.255927765843178889e+00
1.228571428571428648e+01,-4.032377819548871756e+00
1.265306122448979664e+01,-3.808827873254564622e+00
1.302040816326530681e+01,-3.585277926960257489e+00
1.338775510204081698e+01,-3.361727980665950355e+00
1.375510204081632715e+01,-3.138178034371643221e+00
1.412244897959183731e+01,-2.906442809682011852e+00
1.448979591836734748e+01,-2.669375889890839737e+00
1.485714285714285765e+01,-2.432308970099667178e+00
1.522448979591836782e+01,-2.195242050308494619e+00
1.559183673469387799e+01,-1.958175130517322282e+00
1.595918367346938815e+01,-1.721108210726149945e+00
1.632653061224489832e+01,-1.484041290934977608e+00
1.669387755102040671e+01,-1.246974371143806382e+00
1.706122448979591866e+01,-1.009907451352632712e+00
1.742857142857143060e+01,-7.728405315614592652e-01
1.779591836734693899e+01,-5.357736117702880385e-01
1.816326530612245094e+01,-2.987066919791145914e-01
1.853061224489795933e+01,-6.163977218794336466e-02
1.889795918367347127e+01,1.754271476032305266e-01
1.926530612244897966e+01,4.124940673944017533e-01
1.963265306122449161e+01,6.495609871855752004e-01
2.000000000000000000e+01,8.866279069767464271e-01
