8.0,"[299.2154434690031, 304.42883523318983, 307.70658769117364]"
5.0,"[296.7154434690031, 301.92883523318983, 305.20658769117364]"
2.5,"[301.2154434690031, 306.42883523318983, 309.70658769117364]"
0.40000000000000036,"[304.5154434690031, 309.72883523318984, 313.00658769117365]"
7.5,"[292.2154434690031, 297.42883523318983, 300.70658769117364]"
1.0,"[293.2154434690031, 298.42883523318983, 301.70658769117364]"
