7.455661062547010332e+00,-2.335784161998890163e+00,1.131313353511521165e-03
1.390145872631110002e+01,-3.050835413276220098e+00,2.118055241977222312e-03
1.085598310215859996e+01,-4.897422892658510385e+00,6.751978305015521797e-04
1.731731834677049875e+01,-6.145458193088419563e+00,7.167928354571983813e-04
4.974338585441000049e+00,-5.709909802826589775e+00,1.441387667180848759e-07
1.159624155636410059e+01,-8.044123416405639659e+00,6.610151714880476995e-06
1.562055111366790072e+01,-1.943393798160830022e+00,1.762215539294242211e-03
1.839398023639810020e+01,-8.367532401904460571e+00,4.680988477114895086e-04
7.355729209608400154e+00,-1.465496802795680065e+00,1.416905393927202911e-03
1.266670554596930032e+01,-5.187313245632689807e+00,8.635951245859141640e-04
6.373294610553419837e+00,-8.736110998084770429e+00,0.000000000000000000e+00
4.539543368690649672e+00,-3.940208338969390045e+00,5.518674970681385148e-05
1.339453022403180071e+01,-7.563624638482000506e-01,2.731810581312226968e-03
8.470405077398760696e+00,-6.669519305555150268e+00,3.176188827030471158e-06
1.717418345124459833e+01,-4.282359611475840211e+00,1.862478885294990621e-03
9.981476281792859950e+00,-3.284043468860910142e+00,1.054422604362065989e-03
1.971771400619759973e+01,-1.070497656147930021e+00,2.306420756185765478e-03
2.516948123509060053e+00,-7.075826347223480361e+00,0.000000000000000000e+00
3.060873887478369859e+00,-1.935917999362569974e-02,2.548566445445417470e-03
1.485071365134790078e+01,-7.362063625711019910e+00,3.147840708869929717e-04
2.000000000000000000e+00,-7.500000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,-7.500000000000000000e+00,1.498317889376093971e-04
8.500000000000000000e+00,0.000000000000000000e+00,1.045943179287363951e-03
8.500000000000000000e+00,-9.000000000000000000e+00,9.263284714929451007e-11
1.897702855275879941e+01,-7.402855833352080417e+00,7.072442562467992720e-04
7.835718620368949949e+00,-2.854540024559749867e+00,9.952106386883180066e-04
1.785624735800750074e+01,-7.852919946574339782e+00,7.799260841639496945e-04
1.223076038095829965e+01,-4.223873415113689744e-01,2.634684710074656176e-03
5.501440318284689823e+00,-6.072058096469850064e+00,1.030727637517477491e-07
6.505837022060790176e+00,-7.027779930329420388e+00,5.447836009183443579e-09
1.630105620293349844e+01,-1.911152449045659951e+00,2.210789862795392319e-03
3.889393716252279809e+00,-4.743519430073710019e+00,9.645353030849318759e-07
1.000000000000000000e+01,-1.000000000000000000e+00,2.179045832322742526e-03
7.500000000000000000e+00,-4.000000000000000000e+00,2.293623087334485731e-04
1.200000000000000000e+01,-6.500000000000000000e+00,1.671360390044094506e-04
1.530000000000000071e+01,-8.599999999999999645e+00,7.635310041735907181e-05
3.000000000000000000e+00,-1.500000000000000000e+00,1.488760646152406100e-03
4.000000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000000e+00,-7.500000000000000000e+00,7.255734796285354238e-07
