7.455661062547010332e+00,-2.335784161998890163e+00,9.973066666666666746e-01
1.390145872631110002e+01,-3.050835413276220098e+00,9.960053333333332981e-01
1.085598310215859996e+01,-4.897422892658510385e+00,9.927306666666666501e-01
1.731731834677049875e+01,-6.145458193088419563e+00,9.953226666666665778e-01
4.974338585441000049e+00,-5.709909802826589775e+00,8.919519999999999671e-01
1.159624155636410059e+01,-8.044123416405639659e+00,9.557653333333333556e-01
1.562055111366790072e+01,-1.943393798160830022e+00,9.986880000000000202e-01
1.839398023639810020e+01,-8.367532401904460571e+00,9.934720000000000217e-01
7.355729209608400154e+00,-1.465496802795680065e+00,9.968426666666666547e-01
1.266670554596930032e+01,-5.187313245632689807e+00,9.959946666666666948e-01
6.373294610553419837e+00,-8.736110998084770429e+00,4.966933333333332645e-01
4.539543368690649672e+00,-3.940208338969390045e+00,9.884746666666665016e-01
1.339453022403180071e+01,-7.563624638482000506e-01,9.994826666666666304e-01
8.470405077398760696e+00,-6.669519305555150268e+00,9.582720000000000127e-01
1.717418345124459833e+01,-4.282359611475840211e+00,9.960213333333333141e-01
9.981476281792859950e+00,-3.284043468860910142e+00,9.985279999999999712e-01
1.971771400619759973e+01,-1.070497656147930021e+00,9.992106666666665804e-01
2.516948123509060053e+00,-7.075826347223480361e+00,2.529493333333333038e-01
3.060873887478369859e+00,-1.935917999362569974e-02,9.991093333333332938e-01
1.485071365134790078e+01,-7.362063625711019910e+00,9.794613333333334060e-01
2.000000000000000000e+00,-7.500000000000000000e+00,2.181066666666666709e-01
2.000000000000000000e+01,-7.500000000000000000e+00,9.946293333333334763e-01
8.500000000000000000e+00,0.000000000000000000e+00,9.998026666666666173e-01
8.500000000000000000e+00,-9.000000000000000000e+00,8.104213333333333269e-01
1.897702855275879941e+01,-7.402855833352080417e+00,9.935413333333333874e-01
7.835718620368949949e+00,-2.854540024559749867e+00,9.962133333333333951e-01
1.785624735800750074e+01,-7.852919946574339782e+00,9.880906666666667837e-01
1.223076038095829965e+01,-4.223873415113689744e-01,9.996213333333333617e-01
5.501440318284689823e+00,-6.072058096469850064e+00,8.683146666666665681e-01
6.505837022060790176e+00,-7.027779930329420388e+00,8.858186666666666431e-01
1.630105620293349844e+01,-1.911152449045659951e+00,9.991466666666667384e-01
3.889393716252279809e+00,-4.743519430073710019e+00,8.877813333333333112e-01
1.000000000000000000e+01,-1.000000000000000000e+00,9.988853333333332918e-01
7.500000000000000000e+00,-4.000000000000000000e+00,9.884746666666665016e-01
1.200000000000000000e+01,-6.500000000000000000e+00,9.871199999999999974e-01
1.530000000000000071e+01,-8.599999999999999645e+00,9.746240000000000459e-01
3.000000000000000000e+00,-1.500000000000000000e+00,9.982453333333333179e-01
4.000000000000000000e+00,-8.000000000000000000e+00,3.375520000000000187e-01
8.500000000000000000e+00,-7.500000000000000000e+00,9.449546666666667205e-01
